name,type,episodes,members,score_members,rating,genre,dates,Description,Image-SRC,english_name,url
Quanzhi Gaoshou Zhi Dianfeng Rongyao,Movie,1.0,37459.0,17141.0,8.14,"['Action', 'Game']",        Aug 2019 - Aug 2019,"['Two years ago, Glory started out as just another MMORPG, but its real-world influence has grown as more countries begin to recognize esports as an official sport. Now, in China, arrangements are being made to hold the first professional league of Glory, culminating in the Glory Championship.\n\r\nFriends Ye Qiu and Su Muqiu both aspire to make a career out of esports. However, due to personal reasons, Ye Qiu has been hesitant until now to chase his dream onto the national stage. When the two boys finally agree to form their own team, they are supported by Tao Xuan, their boss and the owner of Excellent Era internet cafe, after which they name their team. And so, Team Excellent Era sets their sights on defeating all opponents who stand in their way of reaching the ultimate summit of Glory.\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/1960/102480.jpg,The King's Avatar: For the Glory,https://myanimelist.net/anime/40080/Quanzhi_Gaoshou_Zhi_Dianfeng_Rongyao
Tonikaku Kawaii: SNS,OVA,1.0,86118.0,38666.0,8.14,"['Comedy', 'Romance', 'Shounen']",        Aug 2021 - Aug 2021,"['When Nasa is called in to work suddenly, Tsukasa faces her first night alone since they married.  Struck with loneliness, she takes ahold of the smartphone that Nasa gave her as a gift. Even when apart, they remain connected at the heart. \n\r\n(Source: Crunchyroll)']",https://cdn.myanimelist.net/images/anime/1773/116805.jpg,,https://myanimelist.net/anime/44931/Tonikaku_Kawaii__SNS
Toradora!,TV,25.0,1859557.0,1137416.0,8.14,"['Comedy', 'Romance', 'SliceofLife', 'School']",        Oct 2008 - Mar 2009,"['Ryuuji Takasu is a gentle high school student with a love for housework; but in contrast to his kind nature, he has an intimidating face that often gets him labeled as a delinquent. On the other hand is Taiga Aisaka, a small, doll-like student, who is anything but a cute and fragile girl. Equipped with a wooden katana and feisty personality, Taiga is known throughout the school as the ""Palmtop Tiger.""\n\r\nOne day, an embarrassing mistake causes the two students to cross paths. Ryuuji discovers that Taiga actually has a sweet side: she has a crush on the popular vice president, Yuusaku Kitamura, who happens to be his best friend. But things only get crazier when Ryuuji reveals that he has a crush on Minori Kushieda—Taiga\'s best friend!\n\nToradora! is a romantic comedy that follows this odd duo as they embark on a quest to help each other with their respective crushes, forming an unlikely alliance in the process.\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/13/22128.jpg,,https://myanimelist.net/anime/4224/Toradora
Chuunibyou demo Koi ga Shitai! Movie: Take On Me,Movie,1.0,205577.0,106136.0,8.14,"['Comedy', 'Drama', 'Romance', 'SliceofLife', 'School']",        Jan 2018 - Jan 2018,"['Although already a third-year high school student, Rikka Takanashi remains a chuunibyou—a ""disease"" that causes people to fantasize about themselves and their surroundings. Her relationship with Yuuta Togashi has also gone unchanged for the past six months, and with entrance exams right around the corner, both of them strive to enroll at the same college. However, Tooka—Rikka\'s elder sister—decides to take Rikka to Italy as she has found a stable job there. This unforeseen turn of events causes a commotion between the couple as neither of them want to be separated from each other. Desperate for ideas, they seek assistance from their friends, and after a brief conversation, they come up with a plan—to elope.\n\nChuunibyou demo Koi ga Shitai! Movie: Take On Me is a sensational drama featuring the couple—Yuuta and Rikka—as they journey across Japan. The two attempt to prevent Rikka from being taken to Italy, but will they be able to succeed in doing so?\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/2/89974.jpg,"Love, Chunibyo & Other Delusions!: Take On Me",https://myanimelist.net/anime/35608/Chuunibyou_demo_Koi_ga_Shitai_Movie__Take_On_Me
Durarara!!,TV,24.0,1238889.0,573802.0,8.14,"['Action', 'Mystery', 'Supernatural']",        Jan 2010 - Jun 2010,"['In Tokyo\'s downtown district of Ikebukuro, amidst many strange rumors and warnings of anonymous gangs and dangerous occupants, one urban legend stands out above the rest—the existence of a headless ""Black Rider"" who is said to be seen driving a jet-black motorcycle through the city streets.\n\r\nMikado Ryuugamine has always longed for the excitement of the city life, and an invitation from a childhood friend convinces him to move to Tokyo. Witnessing the Black Rider on his first day in the city, his wishes already seem to have been granted. But as supernatural events begin to occur, ordinary citizens like himself, along with Ikebukuro\'s most colorful inhabitants, are mixed up in the commotion breaking out in their city.\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/10/71772.jpg,,https://myanimelist.net/anime/6746/Durarara
Ginga Eiyuu Densetsu Gaiden,OVA,24.0,20462.0,7392.0,8.14,"['Action', 'Drama', 'Sci-Fi', 'Military', 'Space']",        Feb 1998 - Sep 1998,"[""Ginga Eiyuu Densetsu Gaiden is the first of two OVA adaptations of side stories from the Ginga Eiyuu Densetsu novel series. This first adaptation follows the achievements of Reinhard von Müsel and Siegfried Kircheis of the Galactic Empire before the fateful Battle of Astarte.\n\nThe Silver-White Valley \r\nReinhard and Kircheis graduate from their military academy and are immediately sent to the frozen frontier planet Kapche-Lanka. Unbeknownst to them, their new superior schemes to kill Reinhard on behalf of a rival of Reinhard's sister Annerose von Grünewald.\n\nDreams of the Morning, Songs of the Night\r\nReinhard and Kircheis are assigned to the Imperial Military Police, where they uncover the corrupt and oppressive practices of the Empire's law enforcement. They are soon ordered to investigate the murder of a student at their alma mater.\n\nDishonor \r\nAs Reinhard awaits the bestowal of his new title of Count von Lohengramm, he sends Kircheis to the artificial resort satellite Kreuznach III for a vacation. Restless from the lack of work, Kircheis assists the local police with a drug trafficking case related to an attack on a disgraced former Vice Admiral.\n\nA Hundred Billion Stars, a Hundred Billion Lights \r\nWhile Reinhard is still a commodore in charge of only a single squadron, he laments the incompetence of his superiors during a battle against the Free Planets Alliance. Amassing military successes under the direct command of Vice Admiral Richard von Grimmelshausen, Reinhard repeatedly clashes with Hermann von Lüneburg, a commodore and former regimental commander of the Alliance's infamous Rosen Ritter.\n\r\n[Written by MAL Rewrite]""]",https://cdn.myanimelist.net/images/anime/9/28463.jpg,,https://myanimelist.net/anime/3371/Ginga_Eiyuu_Densetsu_Gaiden
Initial D Fourth Stage,TV,24.0,141018.0,79285.0,8.14,"['Action', 'Drama', 'Sports', 'Cars', 'Seinen']",        Apr 2004 - Feb 2006,"['Takumi Fujiwara finally joins Ryousuke and Keisuke Takahashi to create ""Project D."" Their goal is twofold: Ryousuke wants to develop his ""High-Speed Street Racing Theory,"" while Keisuke and Takumi aim at improving their driving skills by facing powerful opponents on dangerous roads. The idea of Project D is to challenge street racing teams from other prefectures to improve both their uphill and downhill records. In order to attract the attention of the best racing teams, Ryousuke creates a dedicated website to announce the future battles of Project D and post the team\'s results.\n\r\nThe fourth season of Initial D details the hardships and successes of the members of Project D as they try to become the best street racing team outside of Gunma Prefecture.\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/12/43927.jpg,,https://myanimelist.net/anime/18/Initial_D_Fourth_Stage
Interstella5555: The 5tory of The 5ecret 5tar 5ystem,Music,1.0,63571.0,38210.0,8.14,"['Adventure', 'Drama', 'Sci-Fi', 'Music']",        Dec 2003 - Dec 2003,"['This music video is the visual realization of ""Discovery"", an album by Daft Punk. It tells the story of a band of four extraterrestrial musicians who are kidnapped and brought back to Earth by an evil manager. Their only hopes lie with a space pilot from their home planet who, after receiving a distress call broadcasted during the abduction, seeks out to rescue them.']",https://cdn.myanimelist.net/images/anime/5/82786.jpg,,https://myanimelist.net/anime/731/Interstella5555__The_5tory_of_The_5ecret_5tar_5ystem
Made in Abyss Movie 1: Tabidachi no Yoake,Movie,1.0,80081.0,24094.0,8.14,"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",        Jan 2019 - Jan 2019,"[""The movie is a compilation of episodes 1-8 of the 2017 television series with new scenes added for the introduction. It covers the period from when Riko descends into the Abyss with her robot companion Reg, reaching the second layer where they meet the White Whistle Ozen who reveals information about Riko's mother.\n\r\n(Source: Wikipedia)""]",https://cdn.myanimelist.net/images/anime/1173/95167.jpg,Made in Abyss: Journey's Dawn,https://myanimelist.net/anime/37514/Made_in_Abyss_Movie_1__Tabidachi_no_Yoake
Boku no Hero Academia 3rd Season,TV,25.0,1739561.0,1125144.0,8.13,"['Action', 'Comedy', 'School', 'SuperPower', 'Shounen']",        Apr 2018 - Sep 2018,"['As summer arrives for the students at UA Academy, each of these superheroes-in-training puts in their best efforts to become renowned heroes. They head off to a forest training camp run by UA\'s pro heroes, where the students face one another in battle and go through dangerous tests, improving their abilities and pushing past their limits. However, their school trip is suddenly turned upside down when the League of Villains arrives, invading the camp with a mission to capture one of the students. \n\nBoku no Hero Academia 3rd Season follows Izuku ""Deku"" Midoriya, an ambitious student training to achieve his dream of becoming a hero similar to his role model—All Might. Being one of the students caught up amidst the chaos of the villain attack, Deku must take a stand with his classmates and fight for their survival.\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/1319/92084.jpg,My Hero Academia 3,https://myanimelist.net/anime/36456/Boku_no_Hero_Academia_3rd_Season
Detective Conan Movie 14: The Lost Ship in the Sky,Movie,1.0,47989.0,27814.0,8.13,"['Action', 'Mystery', 'Police', 'Shounen']",        Apr 2010 - Apr 2010,"['One night, the Tokyo National Institute of Microorganisms is attacked by a mysterious organization calling themselves the ""Red Siamese Cats."" The group causes the explosion of a high-security lab storing a virus—said to have a mortality rate of 80% with no known cure. This act of terror dominates the headlines, overshadowing the unveiling of the world\'s biggest airship developed under Jirokichi Suzuki. Peculiarly, the unveiling has a note attached for Kaito ""Kaitou Kid"" Kuroba, challenging him to steal the jewel on display—the illustrious Lady Sky.\n\r\nConan Edogawa is permitted to board the airship along with Kogorou Mouri, Ran Mouri, Sonoko Suzuki, Professor Agasa, and the Detective Boys. However, their fun comes to a halt when an unknown caller contacts Jirokichi and declares that they have released a certain virus in the smoking room. Soon after, symptoms begin to appear among the passengers and chaos ensues. Seizing the opportunity, the Red Siamese Cats suddenly appear and hijack the airship! \n\r\nTo stop the assailants, Conan and Kaitou Kid, along with their allies, must work together to decipher the clues and discover the Red Siamese Cats\' real objective before time runs out.\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/7/22312.jpg,,https://myanimelist.net/anime/6467/Detective_Conan_Movie_14__The_Lost_Ship_in_the_Sky
